NC_000913.3_93	QGY21380.1|CE11	100.0	305	0	0	1	305	1	305	1.6e-174	616.3
NC_000913.3_95	641798|Neosp1_GeneCatalog_proteins_20170918.aa.fasta|CBM26	26.6	605	352	16	99	683	2494	3026	9.3e-37	160.2
NC_000913.3_96	ADX05725.1|GH5_38|3.2.1.4	33.7	86	55	2	1	85	67	151	1.8e-05	53.5
NC_000913.3_100	AUX29448.1|GT4	34.4	241	144	6	99	327	557	795	3.7e-26	123.6
NC_000913.3_103	ALR09638.1|GH24	33.1	142	88	3	1	135	1	142	8.7e-09	64.7
NC_000913.3_104	AFM03407|GT4	34.0	285	167	5	27	295	14	293	2.3e-40	170.6
NC_000913.3_107	AWK41767.1|GH13_3	39.1	445	266	2	9	448	17	461	1.3e-87	328.2
NC_000913.3_108	CUS02703.1|GH23	38.9	90	54	1	5	94	4	92	2.4e-06	57.4
NC_000913.3_110	CAD7280782.1|GT2	29.7	367	228	9	245	609	1178	1516	4.5e-30	137.5
NC_000913.3_111	CAD7280782.1|GT2	37.3	295	178	4	136	427	1506	1796	2.0e-46	191.4
NC_000913.3_116	CAD7248799.1|GT31|GT7	36.5	282	158	6	5	277	6	275	9.6e-44	181.8
NC_000913.3_118	WYZ45020.1|AA0	26.4	459	276	10	68	516	82	488	6.3e-30	136.7
NC_000913.3_121	QKX55728.1|GT76	38.3	193	116	2	8	199	47	237	1.8e-34	150.6
NC_000913.3_122	AJC53641.1|GT2	34.8	264	156	6	4	256	658	916	1.9e-29	134.4
NC_000913.3_125	BAM07922.1|CE4|GT4	31.8	233	139	8	170	396	414	632	2.6e-18	97.8
NC_000913.3_135	AMN37385.1|GT8	32.2	227	137	8	14	239	13	223	5.5e-24	115.9
NC_000913.3_138	1152625|Rusear1_GeneCatalog_proteins_20190529.aa.fasta|GT9	29.1	227	136	7	51	266	301	513	8.9e-12	76.3
NC_000913.3_143	2128|Stely1_GeneCatalog_proteins_20170711.aa.fasta|GT1	33.5	457	288	9	3	445	5416	5870	4.7e-56	224.2
NC_000913.3_144	QJY94085.1|GT51	100.0	844	0	0	1	844	1	844	0.0e+00	1515.4
NC_000913.3_146	511886|Calco1_GeneCatalog_proteins_20130417.aa.fasta|CBM91|GH43_14	24.2	244	164	6	12	247	1323	1553	1.7e-10	71.2
NC_000913.3_149	AFY93865.1|GT2	32.1	408	243	9	33	426	2184	2571	1.6e-47	194.9
NC_000913.3_159	BCJ38309.1|GT51	28.7	268	157	10	9	247	1042	1304	4.0e-14	83.2
NC_000913.3_162	8618|MoalAD071_1_GeneCatalog_proteins_20210416.aa.fasta|GT20	47.7	237	118	4	11	244	127	360	1.5e-51	207.6
NC_000913.3_174	QKK06989.1|CE11	50.6	247	113	4	3	240	4	250	2.0e-08	64.7
NC_000913.3_175	WKW15052.1|CE11	54.7	139	62	1	5	143	288	425	1.3e-36	157.1
NC_000913.3_177	QHQ08135.1|GT19	100.0	382	0	0	1	382	1	382	1.0e-218	763.5
NC_000913.3_178	QER43444.1|GT19	52.2	178	80	3	14	190	388	561	6.0e-37	158.7
NC_000913.3_179	AWZ17133.1|GH13_30	34.9	1193	707	18	6	1151	406	1575	1.9e-196	691.0
NC_000913.3_190	AGL64353.1|CBM50|GH25	46.6	573	297	5	1	571	1	566	3.6e-143	513.1
NC_000913.3_195	ALR09737.1|GH20	36.7	221	136	2	1	221	3	219	1.1e-33	148.7
NC_000913.3_196	UQZ88547.1|GT9	40.1	187	97	3	2	174	365	550	5.2e-30	135.6
NC_000913.3_198	628879|Thiap1_GeneCatalog_proteins_20140116.aa.fasta|GT8	37.7	260	147	6	3	251	18	273	1.6e-37	161.0
NC_000913.3_201	QKS49465.1|GT4	42.1	76	39	2	20	95	454	524	4.4e-06	56.2
NC_000913.3_202	QQM58495.1|CBM50|GH23	100.0	406	0	0	1	406	47	452	3.6e-230	801.6
NC_000913.3_203	WWT74499.1|GH23	42.0	224	118	4	6	219	21	242	1.6e-39	167.5
NC_000913.3_213	AFY87693.1|GT4	43.5	200	96	5	5	191	413	608	8.6e-33	144.8
NC_000913.3_218	AKP45810.1|CBM50	39.2	125	70	4	76	200	221	339	3.5e-19	99.8
NC_000913.3_222	295451|Plecuc1_GeneCatalog_proteins_20171208.aa.fasta|CBM1|GH45_1	36.6	352	193	13	4	339	549	886	1.5e-43	181.4
NC_000913.3_227	CAD7277771.1|GT105	57.6	59	25	0	71	129	1362	1420	1.8e-10	70.5
NC_000913.3_231	AAN17394.1|GT77	100.0	113	0	0	1	113	51	163	9.2e-60	233.8
NC_000913.3_253	AJE21224.1|GT2	56.4	110	47	1	4	113	3	111	2.6e-29	134.0
NC_000913.3_255	3478|Ambph1_GeneCatalog_proteins_20181206.aa.fasta|GT48	33.6	411	252	5	16	413	69	471	2.1e-56	224.6
NC_000913.3_256	AJT62735.1|GH2	47.5	295	143	5	17	308	968	1253	2.4e-61	240.4
NC_000913.3_257	BBI53471.1|CBM91|GH43_11	48.9	139	70	1	7	144	430	568	1.5e-30	138.3
NC_000913.3_259	AAN17394.1|GT77	98.2	113	2	0	1	113	51	163	2.3e-58	229.2
NC_000913.3_263	AGW42619.1|GH3	30.1	306	156	13	51	312	2	293	4.5e-17	93.6
NC_000913.3_265	WAO96723.1|GH0	28.5	494	302	14	91	567	78	537	1.4e-37	162.5
NC_000913.3_266	AOA72452.1|GH43_1	34.9	498	278	6	4	459	6	499	9.5e-70	268.9
NC_000913.3_267	AKR23601.1|CBM91|GH43_11	100.0	536	0	0	1	536	1	536	0.0e+00	1173.3
NC_000913.3_269	522811|Ganbon1_GeneCatalog_proteins_20210118.aa.fasta|GT3	36.1	360	167	10	8	327	10	346	3.0e-41	173.7
NC_000913.3_270	AAN17394.1|GT77	98.2	113	2	0	1	113	51	163	2.3e-58	229.2
NC_000913.3_296	QEO97765.1|GH28	31.8	245	160	3	5	243	4	247	2.4e-26	124.0
NC_000913.3_297	WFA17394.1|GH39	28.3	106	73	1	2	104	167	272	1.8e-05	54.3
NC_000913.3_305	WAR11618.1|AA3_2	53.8	546	238	9	3	542	567	1104	2.1e-164	583.6
NC_000913.3_306	7289|Ompol1_GeneCatalog_proteins_20130516.aa.fasta|GH92	40.0	468	241	6	9	472	24	455	2.3e-90	337.4
NC_000913.3_309	QXC62151.1|GH5_29	32.8	259	173	1	96	354	1212	1469	1.1e-31	142.1
NC_000913.3_319	CAE6153416.1|PL4_2	48.0	331	167	5	15	343	604	931	2.7e-85	320.1
NC_000913.3_323	ABN00245.1|GT2	40.8	341	180	6	194	526	117	443	9.3e-53	212.6
NC_000913.3_328	73247|Saico1_GeneCatalog_proteins_20110913.aa.fasta|GT34	38.3	639	362	15	3	628	39	658	6.3e-117	426.0
NC_000913.3_332	QYO68864.1|GT2	33.9	165	107	2	39	201	31	195	5.1e-21	105.9
NC_000913.3_333	USP82126.1|CE5	39.6	134	79	2	21	153	27	159	3.3e-14	82.8
NC_000913.3_336	VEB03271.1|GH36	57.5	405	172	0	6	410	308	712	9.0e-128	461.5
NC_000913.3_337	APQ22888.1|GH2	100.0	1024	0	0	1	1024	1	1024	0.0e+00	2182.9
NC_000913.3_338	ALJ95318.1|GH2	100.0	359	0	0	1	359	1	359	4.5e-192	674.9
NC_000913.3_340	504615|Ampqui1_GeneCatalog_proteins_20160127.aa.fasta|GT2	26.4	413	210	13	18	350	13	411	3.4e-21	107.8
NC_000913.3_343	2394|Exoaq1_GeneCatalog_proteins_20160901.aa.fasta|GH0	49.0	259	129	1	6	261	5	263	4.6e-64	249.2
NC_000913.3_346	1469|Armcep1_GeneCatalog_proteins_20170112.aa.fasta|CE8	27.7	184	125	2	15	190	56	239	9.4e-05	52.8
NC_000913.3_348	WTL34619.1|CE1	26.6	184	105	4	42	211	57	224	2.5e-09	67.4
NC_000913.3_349	CAE6119299.1|GT1	44.7	365	197	3	4	367	17	377	1.5e-86	324.3
NC_000913.3_355	AYR82347.1|GT2	100.0	398	0	0	1	398	1	398	1.8e-234	815.8
NC_000913.3_356	WZI85810.1|CE14	100.0	32	0	0	1	32	192	223	7.9e-11	69.3
NC_000913.3_357	WYI25778.1|CE14	100.0	185	0	0	1	185	1	185	1.6e-100	369.8
NC_000913.3_359	AMD89422.1|GT4	35.9	198	117	3	7	194	10	207	4.8e-23	112.8
NC_000913.3_361	7748|Aspuda1_GeneCatalog_proteins_20160920.aa.fasta|GH28	36.8	291	161	7	1	279	70	349	3.5e-38	163.3
NC_000913.3_362	19096|Rhoglu91_1_GeneCatalog_proteins_20190605.aa.fasta|GT69	40.2	323	175	5	15	319	20	342	9.7e-53	211.8
NC_000913.3_364	QEO97765.1|GH28	31.8	245	160	3	5	243	4	247	2.4e-26	124.0
NC_000913.3_368	BBO35303.1|GH171	27.9	312	189	13	64	351	74	373	2.2e-11	74.7
NC_000913.3_376	UUI40410.1|CBM50	30.9	447	204	9	64	460	42	433	3.4e-38	164.1
NC_000913.3_378	QAT16263.1|GH133|GH13|GH23|GT2|GT4|GT5	35.8	176	103	5	202	369	30642	30815	4.0e-18	97.1
NC_000913.3_379	QRW27629.1|GT15	32.7	245	146	4	43	268	421	665	9.9e-27	125.2
NC_000913.3_391	QZY29579.1|GT2	37.0	119	75	0	4	122	9	127	1.8e-13	80.9
NC_000913.3_392	CAD7252417.1|GH13_48	30.4	247	156	6	191	428	58	297	2.4e-27	127.9
NC_000913.3_394	QXF33454.1|GH13_3	41.2	452	261	4	4	451	15	465	2.2e-90	337.4
NC_000913.3_395	VEC40568.1|CBM34|GH13_21	100.0	605	0	0	1	605	1	605	0.0e+00	1293.1
NC_000913.3_406	TVU48612.1|GH16_27	52.2	157	75	0	3	159	53	209	5.7e-41	172.9
NC_000913.3_407	CAD41248.1|GH9	49.7	143	71	1	10	152	76	217	2.0e-32	143.3
NC_000913.3_411	14069|Rhives1_GeneCatalog_proteins_20170403.aa.fasta|GH76	46.2	338	158	5	1	318	8	341	1.0e-70	271.6
NC_000913.3_420	USP82499.1|GH93	28.5	298	186	5	6	278	139	434	6.4e-19	99.4
NC_000913.3_422	ASK36628.1|GT4	67.1	143	47	0	8	150	11	153	2.8e-50	203.0
NC_000913.3_429	CUS04663.1|GT2	53.4	191	89	0	15	205	7	197	5.1e-55	218.8
NC_000913.3_430	6629|Capcor1_GeneCatalog_proteins_20160826.aa.fasta|CBM43|GH72	34.3	460	177	8	67	408	126	578	6.9e-59	232.6
NC_000913.3_431	5007|Sakvas1_GeneCatalog_proteins_20160730.aa.fasta|GT2	40.9	697	383	8	110	777	830	1526	1.1e-134	485.3
NC_000913.3_436	QIG68999.1|GH36	36.1	244	133	6	4	227	9	249	1.2e-28	131.3
NC_000913.3_440	AVD70564.1|GT4	30.6	594	388	6	2	576	426	1014	4.3e-67	260.4
NC_000913.3_441	UGS35715.1|GT2|GT4	29.4	586	382	10	13	575	27	603	6.7e-52	209.9
NC_000913.3_444	503453|Enthel1_GeneCatalog_proteins_20161121.aa.fasta|GT2	36.1	319	156	6	12	283	535	852	4.3e-44	183.0
NC_000913.3_448	AHO05496.1|GH73	34.9	278	173	4	239	511	217	491	3.3e-39	167.5
NC_000913.3_453	ACT97502.1|GH78	35.5	307	165	7	754	1036	249	546	3.8e-42	178.3
NC_000913.3_464	CAE6179499.1|GH152	38.2	694	333	15	9	618	81	762	1.7e-122	444.5
NC_000913.3_465	CAE6256584.1|GT106	47.2	193	98	1	2	190	712	904	1.4e-47	194.1
NC_000913.3_467	QZN78757.1|CBM32|CBM96	26.4	258	130	10	73	294	273	506	9.4e-08	62.4
NC_000913.3_471	WMM24299.1|CBM50	32.6	536	308	12	2	530	7	496	1.4e-64	251.9
NC_000913.3_475	QBQ55156.1|CBM50	36.2	704	420	12	147	833	15	706	3.3e-97	360.9
NC_000913.3_476	CAD7231356.1|AA3_2	59.0	39	16	0	253	291	673	711	9.4e-05	52.4
NC_000913.3_477	ALR08524.1|GH23	27.1	399	258	11	3	371	17	412	5.5e-11	73.6
NC_000913.3_481	WEJ94881.1|GT1	33.3	204	127	5	24	219	406	608	5.6e-23	112.5
NC_000913.3_484	QKD58010.1|GH115	36.5	189	100	4	6	183	1002	1181	1.1e-22	111.7
NC_000913.3_485	BBO82779.1|CBM32	25.9	185	115	7	17	182	2169	2350	1.0e-04	51.6
NC_000913.3_486	UIA99733.1|GT4	40.0	200	120	0	25	224	20	219	1.8e-29	134.0
NC_000913.3_496	AEH39117.1|GH93	23.6	195	137	4	22	216	445	627	9.7e-06	55.5
NC_000913.3_499	WAO90082.1|AA4	28.8	222	135	6	3	215	15	222	3.1e-10	70.5
NC_000913.3_501	17617|Rhich1_GeneCatalog_proteins_20131210.aa.fasta|GT47	36.8	416	245	9	48	453	21	428	4.0e-73	280.0
NC_000913.3_514	AFU57543.1|GT66	38.2	170	88	5	5	164	759	921	4.2e-20	102.4
NC_000913.3_515	CAE6076421.1|GH27	41.0	500	247	5	2	459	11	504	9.1e-97	358.6
NC_000913.3_518	203|Pocchl1_GeneCatalog_proteins_20170916.aa.fasta|GH24	43.2	287	154	3	1	278	1	287	3.1e-58	229.9
NC_000913.3_520	AMN37385.1|GT8	36.8	223	136	3	2	220	1	222	8.5e-35	151.8
NC_000913.3_529	QEO97765.1|GH28	31.8	245	160	3	5	243	4	247	2.4e-26	124.0
NC_000913.3_540	ARM40977.1|GT8	100.0	36	0	0	37	72	102	137	2.9e-13	78.6
NC_000913.3_541	AJE21224.1|GT2	56.4	110	47	1	4	113	3	111	2.6e-29	134.0
NC_000913.3_543	AAT26323.1|GH24	94.4	71	4	0	1	71	26	96	1.0e-31	139.8
NC_000913.3_544	AYG20320.1|GH24|3.2.1.17	100.0	165	0	0	1	165	1	165	5.4e-92	341.3
NC_000913.3_545	QXL99342.1|GH24	46.9	145	73	2	8	152	173	313	6.5e-23	111.7
NC_000913.3_555	QNK57634.1|GH31	34.3	102	61	3	140	240	755	851	1.0e-04	52.0
NC_000913.3_558	QEJ46202.1|GT0	100.0	745	0	0	1	745	1	745	0.0e+00	1483.4
NC_000913.3_560	AUP80405.1|GH130_8	29.3	116	82	0	2	117	504	619	6.4e-11	72.4
NC_000913.3_561	WGT66215.1|GT2	29.9	465	307	4	6	457	670	1128	8.6e-47	192.6
NC_000913.3_565	BFD36069.1|GH13_3	38.8	459	273	3	5	458	7	462	9.1e-89	332.0
NC_000913.3_578	QND46664.1|GT1	31.9	1217	726	30	5	1165	1615	2784	2.8e-143	514.6
NC_000913.3_580	3235|Capcor1_GeneCatalog_proteins_20160826.aa.fasta|GH0	27.6	228	159	5	8	232	447	671	1.4e-17	94.7
NC_000913.3_586	BAZ75991.1|GT2	27.4	515	318	16	38	526	2721	3205	1.4e-27	129.0
NC_000913.3_588	6918|Exoaq1_GeneCatalog_proteins_20160901.aa.fasta|GT32	23.2	177	131	1	5	176	313	489	6.8e-06	55.8
NC_000913.3_598	CAD7278183.1|GH35	40.2	179	103	2	4	179	277	454	1.1e-32	144.4
NC_000913.3_601	6743|Stely1_GeneCatalog_proteins_20170711.aa.fasta|GH43_21	27.1	347	165	10	1	310	1458	1753	4.3e-21	107.1
NC_000913.3_605	AGL65742.1|GH13_31	35.8	472	280	7	3	471	2	453	1.4e-71	275.0
NC_000913.3_613	AVU36171.1|GH2	59.5	200	81	0	5	204	4	203	2.5e-55	219.9
NC_000913.3_616	CAE6150632.1|GH152	60.0	50	20	0	5	54	12	61	1.5e-11	72.8
NC_000913.3_621	1940640|Porspa1_GeneCatalog_proteins_20220228.aa.fasta|GT8	43.2	271	138	5	55	311	312	580	3.2e-56	223.4
NC_000913.3_626	VTO28854.1|GT119	82.5	246	43	0	1	246	376	621	3.3e-110	402.9
NC_000913.3_627	QLC56559.1|GT119	100.0	370	0	0	1	370	1	370	3.5e-200	701.8
NC_000913.3_628	ASK77786.1|GT119	47.8	628	309	4	3	613	4	629	7.7e-171	605.1
NC_000913.3_635	AMJ20771.1|GH13_26	95.5	860	39	0	1	860	1	860	0.0e+00	1701.0
NC_000913.3_643	201643|Melli1_GeneCatalog_proteins_20150227.aa.fasta|GT1	30.5	596	353	14	7	554	1315	1897	7.2e-64	249.6
NC_000913.3_645	ATI54262.1|GH55_1	40.5	173	101	2	25	195	19	191	4.4e-26	122.9
NC_000913.3_648	URR22208.1|GT4	84.5	277	43	0	26	302	21	297	5.9e-129	464.9
NC_000913.3_649	AJE21224.1|GT2	56.4	110	47	1	4	113	3	111	2.6e-29	134.0
NC_000913.3_651	AGL64932.1|GT2	28.3	254	176	4	36	285	192	443	9.4e-23	112.1
NC_000913.3_652	WIA29304.1|GH5	40.2	112	62	3	41	147	1	112	6.1e-13	78.6
NC_000913.3_656	1264099|Parsp1_GeneCatalog_proteins_20141011.aa.fasta|GH12	28.1	367	224	10	27	358	214	575	3.2e-32	144.4
NC_000913.3_657	CAD7274170.1|GT25	23.2	250	161	4	12	230	1432	1681	6.9e-14	82.4
NC_000913.3_659	SQE58681.1|CE9	100.0	382	0	0	1	382	1	382	7.1e-220	767.3
NC_000913.3_660	QOU23254.1|GH3	44.7	235	129	1	7	240	1009	1243	1.4e-52	211.1
NC_000913.3_661	VEC47756.1|GH4	32.8	537	275	19	3	466	1	524	3.9e-45	187.6
NC_000913.3_663	CAE6110940.1|CE8	45.2	553	271	14	13	551	253	787	5.0e-126	456.1
NC_000913.3_671	QFG67851.1|CBM48|GH13_9	57.1	555	220	6	4	544	1474	2024	9.2e-173	611.3
NC_000913.3_677	QZY29579.1|GT2	32.1	165	101	3	4	162	10	169	6.8e-13	79.0
NC_000913.3_678	AAO76290.1|GT2	27.8	234	153	7	647	875	921	1143	1.8e-11	76.3
NC_000913.3_680	QBQ55156.1|CBM50	31.2	545	332	15	22	555	119	631	1.6e-44	185.7
NC_000913.3_691	4072|Capep1_GeneCatalog_proteins_20160826.aa.fasta|GH18	39.0	487	266	8	7	466	100	582	4.3e-94	349.7
NC_000913.3_692	BAQ30769.1|GH42	22.0	341	241	6	3	325	37	370	2.4e-10	71.6
NC_000913.3_700	AMN37385.1|GT8	28.9	197	132	4	27	221	31	221	3.4e-18	96.7
NC_000913.3_705	AWK41293.1|GT87	67.1	79	26	0	56	134	2	80	1.3e-22	110.5
NC_000913.3_707	7233|Capcor1_GeneCatalog_proteins_20160826.aa.fasta|GH132	54.1	592	261	5	7	589	57	646	2.4e-174	616.7
NC_000913.3_708	WYI25464.1|GT51	100.0	238	0	0	1	238	1	238	2.0e-140	502.7
NC_000913.3_709	CAD7280782.1|GT2	57.9	788	298	3	129	882	371	1158	2.5e-263	912.9
NC_000913.3_710	CAD7280782.1|GT2	52.6	344	151	3	44	381	1178	1515	3.3e-90	336.7
NC_000913.3_711	CAD7280782.1|GT2	63.7	347	123	2	22	367	1795	2139	5.1e-117	425.6
NC_000913.3_712	QKX60855.1|GT22	60.8	286	109	2	2	284	574	859	3.6e-91	339.3
NC_000913.3_714	QKE88473.1|GH38	32.4	275	180	3	285	559	9	277	1.7e-32	145.6
NC_000913.3_715	AUA42862.1|GH38	100.0	877	0	0	1	877	1	877	0.0e+00	1791.5
NC_000913.3_724	XBL64399.1|PL0	55.4	437	185	6	1	429	1	435	5.4e-43	179.9
NC_000913.3_731	2142|Fonmo1_GeneCatalog_proteins_20170704.aa.fasta|GH13_25|GH133	58.5	349	140	3	6	349	1549	1897	3.7e-106	389.4
NC_000913.3_732	SDS56476.1|GT4	54.1	244	107	3	6	247	458	698	2.4e-67	260.0
NC_000913.3_733	UZJ45781.1|GH43_26	43.7	341	182	6	10	343	387	724	2.3e-68	263.8
NC_000913.3_735	CUS02883.1|GH3	60.5	344	133	1	4	344	2	345	1.7e-124	450.3
NC_000913.3_736	2355|Stely1_GeneCatalog_proteins_20170711.aa.fasta|GH16_22	43.1	364	165	4	3	324	54	417	5.2e-73	279.3
NC_000913.3_737	12773|Pocchl1_GeneCatalog_proteins_20170916.aa.fasta|GH128	25.9	321	184	12	10	309	441	728	6.2e-11	73.6
NC_000913.3_740	ACV64175.1|CBM50	41.2	228	126	3	29	254	110	331	4.0e-41	172.9
NC_000913.3_742	CAE5963706.1|GT77	28.8	222	138	7	26	234	485	699	7.1e-17	92.8
NC_000913.3_743	BFD87702.1|GT0	30.7	277	151	7	4	264	816	1067	1.9e-17	94.4
NC_000913.3_746	667213|Rhier1_GeneCatalog_proteins_20141012.aa.fasta|GH76	38.8	369	198	7	3	348	342	705	2.7e-56	223.8
NC_000913.3_747	AGL65742.1|GH13_31	35.5	467	289	6	11	474	14	471	1.1e-65	255.4
NC_000913.3_749	QCI00885.1|CE8	100.0	427	0	0	1	427	1	427	9.9e-247	856.7
NC_000913.3_751	104559|Epityp1_GeneCatalog_proteins_20180725.aa.fasta|GH115	28.3	396	255	13	41	423	1140	1519	5.1e-33	146.7
NC_000913.3_752	QRW27311.1|AA5_1	51.9	324	154	1	4	325	40	363	1.7e-92	344.0
NC_000913.3_754	CCO10028.1|GH1	32.8	131	82	3	17	141	18	148	2.4e-11	73.9
NC_000913.3_771	AJC53641.1|GT2	35.8	218	135	2	330	546	659	872	2.3e-33	148.3
NC_000913.3_774	ALR09738.1|GH18	40.3	395	230	4	1	390	9	402	4.2e-70	270.0
NC_000913.3_776	CCO11001.1|GH24	25.0	696	443	22	73	733	259	910	2.8e-34	151.8
NC_000913.3_786	ATI54262.1|GH55_1	41.9	172	96	4	27	195	21	191	2.6e-26	123.6
NC_000913.3_787	AHC27751.1|CE4	37.1	205	127	1	13	217	8	210	4.0e-26	122.9
NC_000913.3_788	AEI15911.1|GH23	27.9	229	146	4	25	243	42	261	2.9e-17	93.6
NC_000913.3_796	QLE84536.1|CBM50	42.8	306	163	7	5	306	2	299	5.7e-63	245.7
NC_000913.3_797	10683|Gansi1_GeneCatalog_proteins_20210227.aa.fasta|GH1	27.8	627	339	16	7	525	738	1358	2.9e-54	217.6
NC_000913.3_798	WAO90191.1|PL4_5	30.8	185	119	4	136	317	581	759	2.0e-18	98.2
NC_000913.3_799	WMI64506.1|GH0	36.6	71	44	1	176	245	158	228	2.4e-04	50.8
NC_000913.3_803	434980|NsAK0226_1_GeneCatalog_proteins_20190612.aa.fasta|AA1_3	41.1	219	119	2	4	212	542	760	3.7e-36	156.4
NC_000913.3_805	CAD7254438.1|GH0	48.0	329	139	1	3	299	697	1025	7.3e-77	292.0
NC_000913.3_806	WFM71060.1|GH1	52.8	89	42	0	480	568	62	150	1.9e-17	95.5
NC_000913.3_807	CCO11377.1|GH23	23.8	320	214	9	24	319	40	353	2.0e-12	78.6
NC_000913.3_810	QXC62151.1|GH5_29	32.6	239	156	2	537	773	1232	1467	1.2e-29	136.3
NC_000913.3_811	UTB42050.1|GH53	29.3	157	97	4	284	433	463	612	1.8e-09	68.6
NC_000913.3_814	ARU27187.1|CBM6	38.7	359	209	8	14	369	176	526	1.7e-69	267.7
NC_000913.3_815	9593|Fonmu1_GeneCatalog_proteins_20160827.aa.fasta|AA4	29.6	189	127	3	10	196	10	194	4.8e-13	79.3
NC_000913.3_816	BCL82188.1|GT51	33.8	284	146	8	35	284	718	993	7.1e-21	106.3
NC_000913.3_818	QWH37549.1|GT119	34.4	160	103	2	1	159	383	541	6.0e-13	79.0
NC_000913.3_826	1236794|Mycrub1_GeneCatalog_proteins_20170201.aa.fasta|AA3_2	35.1	77	48	1	4	80	575	649	2.2e-04	49.3
NC_000913.3_831	CCO09992.1|GH32	24.0	296	191	7	9	299	15	281	2.0e-06	58.2
NC_000913.3_832	BBI53471.1|CBM91|GH43_11	44.5	155	85	1	4	157	414	568	1.6e-27	128.3
NC_000913.3_837	QSQ15270.1|GH23	29.2	96	65	2	45	137	334	429	2.1e-04	50.8
NC_000913.3_838	AHC27751.1|CE4	30.6	170	106	3	47	214	49	208	4.7e-14	82.8
NC_000913.3_840	BDF54615.1|GH23	22.9	188	126	4	66	242	88	267	6.0e-07	59.3
NC_000913.3_841	ATI54262.1|GH55_1	35.1	211	121	5	28	226	21	227	1.8e-19	100.9
NC_000913.3_844	WAS91079.1|GH75	28.8	153	81	6	45	183	238	376	3.2e-04	50.4
NC_000913.3_846	WGR92875.1|GT4	23.2	272	166	9	5	244	179	439	4.5e-06	57.4
